text,l1,l2,l3
"Eastman Kodak Co. v. Image Technical Servs., Inc., 504 U.S. 451 (1992), is a 1992 Supreme Court decision in which the Court held that even though an equipment manufacturer lacked significant market power in the primary market for its equipmentâ€”copier-duplicators and other imaging equipmentâ€”nonetheless, it could have sufficient market power in the secondary aftermarket for repair parts to be liable under the antitrust laws for its exclusionary conduct in the aftermarket. The reason was that it was possible that, once customers were committed to the particular brand by having purchased a unit, they were \""locked in\"" and no longer had any realistic alternative to turn to for repair parts.",UnitOfWork,LegalCase,SupremeCourtOfTheUnitedStatesCase
"James R. Sutterfield, also known as Jim Sutterfield (born August 6, 1942), is an attorney from New Orleans, Louisiana, who served a half-term as a Republican member of the Louisiana House of Representatives from 1970 to 1972. Sutterfield won a special election to succeed Democratic Representative Nat G. Kiefer, who was instead elected to the Louisiana State Senate to fill a vacancy created by a member's death. He was the first Republican to be elected to public office from New Orleans since Reconstruction. He represented District 26, which was broken up by re-districting into single member districts and renamed. The area of his residence became District 100, with the general election held on February 1, 1972.",Agent,Person,OfficeHolder
"\""One Dance\"" is a song by Canadian hip hop recording artist Drake from his fourth studio album, Views (2016). It features guest vocals from Nigerian Afrobeat artist Wizkid and British singer Kyla. The single samples Crazy Cousinz and Kyla's 2008 UK funky song \""Do You Mind?\"". \""One Dance\"" was produced by Nineteen85, DJ Maphorisa, 40 and Wizkid. and written by Drake, Nineteen85, DJ Maphorisa, Noah Shebib, Ayodeji Balogun, Kyla Smith, Errol Reid and Luke Reid. It was released for digital download on April 5, 2016 and was serviced to US urban, rhythmic, and contemporary hit radio on April 12, 2016. \""One Dance\"" was released shortly after the release date for Views was announced, alongside \""Pop Style\"". \""One Dance\"" reached number one in Australia, Canada, France, Germany, Ireland, the Netherlands, New Zealand, Switzerland, the United Kingdom, and the United States, becoming Drake's first number-one single in all ten countries as the lead artist. The song had its greatest success in the United Kingdom, where it topped the UK Singles Chart for 15 consecutive weeks, making it the joint-second longest consecutive number one in the country with Scottish band Wet Wet Wet's cover of \""Love Is All Around\"" from Four Weddings and a Funeral. On September 7, 2016, Billboard named \""One Dance\"" the 2016 Song of the Summer. As of September 2016, it has sold 1.8 million copies in the US. On October 15, 2016, \""One Dance\"" became the most played song on music streaming service Spotify, with over 875 million individual streams, overtaking the previous record held by Major Lazer's \""Lean On\"".",Work,MusicalWork,Single
"Phillip Lucas Ostrowski (born September 23, 1975) is a former American football offensive guard who played two seasons with the San Francisco 49ers of the National Football League (NFL). He was drafted by the 49ers in the fifth round of the 1998 NFL Draft. Ostrowski played college football at Pennsylvania State University and attended Elmer L. Meyers Junior/Senior High School in Wilkes-Barre, Pennsylvania. He has also been a member of the Denver Broncos.",Agent,GridironFootballPlayer,AmericanFootballPlayer
"Bartolommeo Morelli (Bologna, c. 1560-Bologna, 1603) also called  il Pianoro, was an Italian painter of the baroque period, active mainly in quadratura and frescoes. He was a pupil of Francesco Albani in Bologna. His main work in Bologna were frescoes in the chapel of the Pepoli Family in San Bartolommeo di Porta. Malvasia refers to him as Bartolommeo Pianoro, who was also active in Genova at the same time as Andrea Sghizzi, another pupil of Albani.",Agent,Artist,Painter
"Seonginbong is a mountain located on the South Korean island of Ulleungdo, in North Gyeongsang Province, off the eastern coast of the mainland Korean Peninsula. It is the tallest mountain on the island and has an elevation of 984 metres.",Place,NaturalPlace,Volcano
"Blommersia grandisonae is a species of frog in the Mantellidae family.It is endemic to Madagascar.Its natural habitats are subtropical or tropical moist lowland forests, rivers, intermittent freshwater marshes, and plantations .It is threatened by habitat loss.",Species,Animal,Amphibian
"Pasadena via Oak Knoll was a line of the Pacific Electric Railway, running from 1906 until 1950, between Downtown Los Angeles and Downtown Pasadena, California, with additional service to Altadena during rush hour.The route was originally built in 1906 to reach the Wentworth Hotel (later Huntington Hotel) in Oak Knoll. It was the second to last PE line to be decommissioned in Pasadena, and was the last line to run along Colorado Boulevard.",Place,RouteOfTransportation,RailwayLine
"Les Gallagher (10 July 1904 â€“ 25 August 1973) was an Australian rules footballer who played with St Kilda and Richmond in the Victorian Football League (VFL). Gallagher was from Elsternwick originally and spent his first two league seasons at St Kilda, as a forward. He kicked five goals against South Melbourne in just his second VFL appearance. With Richmond he was used as a centreman and played in both the 1927 VFL Grand Final and 1928 VFL Grand Finals. He finished on the losing team on each occasion.",Agent,Athlete,AustralianRulesFootballPlayer
"Hilton Izmir is a hotel in Ä°zmir, Turkey, near the Old Town. The hotel has 35 floors with a restaurant at the top. The tower is 142 metres (466 ft.) tall. It was the tallest building in Turkey when it was built in 1986, and is the tallest building on the Aegean Sea. The hotel is an hour from Ephesus, the well-preserved Ancient Roman city. The hotel has been nominated for the award for Turkey's Leading Conference Hotel by the World Travel Awards.",Place,Building,Hotel
"Maculatifrondes is a genus of fungi in the order Phyllachorales. This is a monotypic genus, containing the single species Maculatifrondes aequatoriensis. The fungus, first discovered in Ecuador, is associated with leaf spot of palms.",Species,Eukaryote,Fungus
"Mickey Horton is a fictional character from the soap opera, Days of Our Lives, played from the show's debut episode in 1965 until January 2004 by actor John Clarke. The role was briefly played in 2004 by actor Richard Voigts, and later played by actor John Ingle from 2004 through 2006. Actor Kevin Dobson appeared as Mickey in the character's final appearances in 2008. Clarke is the longest-tenured original Days of our Lives actor after onscreen mother Frances Reid (Alice Horton), appearing in the role for 39 years. He was nominated for a Daytime Emmy Award in 1979 for Lead Actor in a Drama Series for his portrayal of Mickey.",Agent,FictionalCharacter,SoapCharacter
"Russel Zinn a Canadian Federal Court trial judge, was born in Stratford, Ontario. His education was at Carleton University, and the University of Ottawa. He was called to the Bar of Ontario in 1981. He became an Associate and Partner at Gowling & Henderson from 1981 to 1993. He left to establish his own law firm. He became a partner at Ogilvy Renault in 2001 and in 2006 was appointed Senior Partner. Before his appointment to the Court he appeared as counsel before the Supreme Court of Canada, Federal Court of Canada, Ontario Court of Appeal, Ontario Superior Court, Bermuda Court of Appeal, federal and provincial boards and tribunals. He is the author of The Law of Human Rights in Canada: Practice and Procedure (Canada Law Book, 1996) as well as numerous articles. He was appointed Judge of the Federal Court and Member ex officio of the Federal Court of Appeal on February 20, 2008. He was appointed as a Judge of the Court Martial Appeal Court of Canada on November 20, 2008.",Agent,Person,Judge
